,carat,cut,color,clarity,depth,table,price,x,y,z
17364,1.01,Very Good,G,VVS2,63.4,55.0,6968,6.41,6.34,4.04
27320,2.01,Premium,H,SI1,62.7,59.0,17849,8.08,8.03,5.05
39323,0.51,Very Good,J,SI1,63.3,56.0,1071,5.12,5.02,3.21
45489,0.53,Very Good,E,VS2,63.5,59.0,1678,5.17,5.13,3.27
14204,1.01,Very Good,G,VS2,63.0,56.0,5759,6.35,6.41,4.02
38050,0.31,Premium,E,VVS1,62.0,59.0,1012,4.34,4.3,2.68
35213,0.36,Ideal,G,VVS1,60.0,56.0,892,4.66,4.69,2.81
29322,0.31,Premium,H,VS1,61.4,61.0,698,4.36,4.33,2.67
2980,0.77,Premium,G,VVS2,60.8,59.0,3299,5.96,5.92,3.61
21753,1.5,Premium,H,SI1,61.0,60.0,9820,7.33,7.27,4.45
30458,0.45,Very Good,E,SI2,63.2,54.0,731,4.94,4.82,3.09
42401,0.57,Ideal,F,SI2,62.2,53.0,1308,5.34,5.4,3.34
3494,1.01,Good,I,SI2,61.8,62.0,3399,6.28,6.35,3.9
48591,0.71,Fair,G,SI2,65.6,61.0,1994,5.46,5.37,3.55
46882,0.72,Ideal,H,SI2,61.8,55.0,1814,5.79,5.76,3.57
49504,0.55,Ideal,H,IF,61.9,56.0,2120,5.26,5.34,3.26
10296,1.01,Good,F,SI1,63.5,59.0,4759,6.3,6.39,4.03
45317,0.32,Premium,H,VS1,61.6,59.0,524,4.37,4.39,2.7
6317,0.94,Premium,E,SI2,62.4,58.0,4027,6.33,6.26,3.93
21944,1.13,Ideal,F,VS1,60.9,57.0,10016,6.73,6.76,4.11
49113,0.6,Good,E,VS1,58.1,63.0,2065,5.53,5.63,3.24
13157,1.01,Ideal,D,SI1,61.2,57.0,5443,6.44,6.47,3.95
42203,0.52,Very Good,I,VVS2,61.9,56.0,1289,5.16,5.18,3.2
31427,0.3,Ideal,H,IF,62.2,54.0,764,4.34,4.37,2.71
36531,0.42,Premium,G,SI1,61.7,58.0,945,4.8,4.76,2.95
37436,0.33,Ideal,G,IF,61.7,55.0,984,4.45,4.47,2.75
38025,0.33,Premium,H,IF,61.7,59.0,1010,4.45,4.43,2.74
47865,0.52,Premium,G,VVS2,61.2,59.0,1911,5.14,5.16,3.15
21424,1.07,Ideal,G,IF,61.5,57.0,9532,6.59,6.54,4.04
41224,0.43,Premium,G,VVS1,60.9,58.0,1207,4.88,4.91,2.98
46351,0.51,Ideal,E,VS1,60.9,56.0,1759,5.16,5.22,3.16
31865,0.3,Premium,H,VVS2,61.0,61.0,776,4.32,4.3,2.63
30590,0.31,Ideal,E,VS1,61.8,56.0,734,4.33,4.34,2.68
30648,0.4,Ideal,I,VS1,61.2,56.0,736,4.76,4.82,2.93
51262,0.7,Premium,D,SI1,58.8,59.0,2357,5.86,5.84,3.44
9062,1.2,Ideal,J,SI2,62.5,57.0,4516,6.8,6.74,4.23
7393,0.33,Premium,H,VS1,61.5,58.0,579,4.39,4.46,2.72
51398,0.74,Good,H,VS2,57.5,57.0,2369,5.94,6.01,3.44
41497,0.42,Ideal,F,VVS1,62.0,55.0,1233,4.8,4.84,2.99
36965,0.41,Ideal,G,VS1,61.6,57.0,961,4.77,4.74,2.93
36875,0.39,Ideal,F,VS1,62.3,57.0,958,4.65,4.69,2.91
20641,1.5,Very Good,H,SI1,62.9,57.0,8931,7.24,7.28,4.57
30713,0.33,Ideal,E,VS2,61.5,55.0,738,4.47,4.5,2.76
7775,1.0,Ideal,G,SI2,62.8,57.0,4284,6.37,6.31,3.98
13890,1.23,Premium,G,VS2,61.6,58.0,5654,6.91,6.85,4.24
970,0.71,Ideal,G,VVS2,61.5,57.0,2893,5.73,5.75,3.53
42179,0.5,Premium,G,SI1,62.2,60.0,1286,5.07,5.03,3.14
37749,0.36,Ideal,E,VVS2,61.9,55.0,998,4.57,4.61,2.84
36885,0.34,Ideal,F,VVS1,61.7,55.0,959,4.51,4.5,2.78
51670,0.72,Ideal,E,SI2,62.3,54.0,2398,5.75,5.78,3.59
14745,1.24,Ideal,H,SI2,59.5,61.0,5937,6.98,7.03,4.17
42870,0.43,Premium,F,VVS1,60.3,58.0,1358,4.88,4.91,2.95
3486,0.9,Premium,I,VS2,61.8,59.0,3398,6.15,6.21,3.82
4295,1.11,Premium,D,I1,61.9,58.0,3589,6.63,6.66,4.11
45590,0.52,Very Good,E,VS2,62.3,57.0,1689,5.1,5.17,3.2
13301,1.05,Very Good,E,SI1,62.2,56.0,5494,6.49,6.56,4.06
42533,0.4,Ideal,D,VVS2,61.3,56.0,1323,4.78,4.75,2.92
32720,0.31,Ideal,F,VS2,62.3,57.0,802,4.34,4.3,2.69
44372,0.43,Ideal,F,IF,62.0,56.0,1580,4.87,4.84,3.01
48907,0.54,Ideal,E,VS1,62.0,56.0,2041,5.26,5.23,3.25
1555,0.65,Premium,D,VVS2,59.9,58.0,3003,5.69,5.63,3.39
52032,0.71,Good,I,VVS2,63.6,57.0,2450,5.69,5.66,3.61
21031,0.31,Good,F,VS2,63.9,56.0,625,4.29,4.32,2.75
45188,0.51,Very Good,E,VS2,61.3,60.0,1656,5.11,5.16,3.15
41808,0.6,Ideal,H,SI2,61.7,54.0,1250,5.44,5.48,3.37
42706,0.52,Ideal,G,SI1,62.6,56.0,1338,5.16,5.13,3.22
19663,1.54,Ideal,J,VS2,61.9,57.0,8275,7.39,7.5,4.6
38087,0.3,Ideal,E,VVS2,61.7,55.0,1013,4.31,4.28,2.65
53933,0.7,Very Good,E,VS2,61.2,59.0,2757,5.69,5.72,3.49
8492,0.9,Ideal,E,VS2,62.1,57.0,4419,6.15,6.18,3.83
13158,1.01,Very Good,D,SI1,62.9,59.0,5443,6.39,6.43,4.03
23122,1.56,Ideal,F,SI1,61.2,57.0,11148,7.52,7.48,4.59
43959,0.31,Ideal,F,SI1,62.3,56.0,516,4.32,4.35,2.7
35912,0.39,Ideal,G,SI1,61.4,55.0,919,4.7,4.74,2.9
10321,1.03,Premium,D,SI2,62.5,54.0,4764,6.5,6.42,4.04
53194,0.7,Ideal,E,VS2,61.4,57.0,2633,5.76,5.8,3.55
51127,1.05,Premium,I,I1,61.8,56.0,2339,6.53,6.48,4.02
45990,0.53,Ideal,F,VS2,61.3,55.0,1723,5.22,5.25,3.21
17242,1.0,Premium,F,VS2,60.7,58.0,6899,6.45,6.36,3.89
41704,0.53,Premium,H,SI1,59.4,60.0,1242,5.26,5.24,3.12
4279,1.0,Good,H,SI2,63.9,55.0,3584,6.41,6.34,4.07
26290,2.02,Ideal,H,SI2,62.7,57.0,15785,8.05,8.0,5.03
7935,1.08,Very Good,G,SI2,63.2,57.0,4318,6.54,6.5,4.12
2075,0.77,Ideal,F,SI1,61.5,56.0,3108,5.89,5.95,3.64
28378,0.33,Premium,H,VS2,60.4,60.0,668,4.52,4.48,2.72
34371,0.41,Ideal,F,VS2,60.0,56.0,863,4.82,4.88,2.91
15371,0.3,Ideal,F,VS2,62.1,55.0,605,4.26,4.31,2.66
7786,1.01,Good,E,SI2,61.4,64.0,4285,6.29,6.42,3.9
2630,0.74,Premium,E,VS2,62.7,58.0,3228,5.77,5.72,3.6
43460,0.55,Very Good,E,SI1,64.2,55.0,1417,5.18,5.2,3.33
47239,0.51,Ideal,E,VS1,62.0,57.0,1841,5.11,5.15,3.18
18486,1.0,Very Good,G,VVS2,62.3,58.0,7528,6.39,6.45,4.0
50268,0.55,Very Good,E,VVS2,60.8,55.0,2238,5.26,5.33,3.22
26326,2.0,Ideal,H,VS2,62.4,55.0,15829,8.03,7.94,4.99
36905,0.32,Ideal,E,VS2,60.2,57.0,960,4.51,4.46,2.7
30510,0.31,Premium,D,SI1,62.1,58.0,732,4.33,4.3,2.68
34915,0.34,Premium,F,VS2,60.7,60.0,880,4.5,4.46,2.72
33440,0.32,Ideal,G,VS1,61.9,55.0,828,4.43,4.39,2.73
47583,0.7,Very Good,I,SI2,58.8,60.0,1876,5.8,5.83,3.42
30542,0.31,Premium,E,VS1,61.9,58.0,734,4.31,4.32,2.67
51586,0.73,Premium,F,SI2,59.5,62.0,2393,5.89,5.84,3.49
23405,1.3,Premium,F,VS1,62.5,58.0,11392,6.97,6.94,4.35
38342,0.32,Ideal,G,IF,62.9,55.0,1020,4.41,4.37,2.76
26122,2.01,Ideal,H,VS2,63.0,55.0,15395,8.03,7.97,5.04
43843,0.5,Ideal,H,SI1,61.9,56.0,1446,5.08,5.13,3.16
42700,0.52,Very Good,G,SI1,63.3,57.0,1338,5.11,5.08,3.22
51205,0.73,Ideal,G,SI1,62.1,54.0,2351,5.81,5.76,3.59
11965,1.0,Premium,H,VS2,59.7,59.0,5139,6.57,6.52,3.91
44724,0.53,Ideal,G,VS1,61.5,57.0,1615,5.26,5.21,3.22
31529,0.34,Ideal,E,SI1,62.9,56.0,765,4.48,4.45,2.81
40653,0.54,Ideal,H,SI1,61.0,56.0,1154,5.24,5.28,3.21
1256,0.73,Premium,D,VS2,60.9,59.0,2947,5.82,5.77,3.53
35831,0.5,Ideal,J,VS2,62.5,53.0,915,5.09,5.12,3.19
23379,0.33,Very Good,G,SI1,63.2,57.0,631,4.44,4.39,2.79
26581,2.09,Good,I,SI1,57.9,63.0,16294,8.37,8.46,4.87
49202,0.55,Ideal,E,VS1,61.9,55.0,2079,5.3,5.24,3.25
17361,1.01,Ideal,E,VS2,61.3,57.0,6968,6.49,6.46,3.97
22876,1.26,Ideal,G,VVS1,62.1,57.0,10916,7.01,6.91,4.32
43451,0.5,Very Good,E,SI1,63.3,59.0,1415,5.03,4.99,3.17
33786,0.4,Premium,F,VS2,62.1,58.0,842,4.71,4.76,2.94
51904,0.61,Ideal,E,VS2,61.4,56.0,2434,5.47,5.51,3.37
41091,0.41,Ideal,F,VVS2,61.7,57.0,1192,4.8,4.73,2.94
43257,0.5,Ideal,G,VS2,61.6,55.0,1400,5.11,5.14,3.16
18653,1.11,Premium,E,VS2,62.2,58.0,7619,6.61,6.64,4.12
20318,1.22,Ideal,F,VS2,62.6,56.0,8733,6.8,6.78,4.25
30242,0.33,Ideal,F,VS1,61.2,56.0,723,4.46,4.49,2.74
20529,1.51,Good,H,SI1,62.2,61.0,8854,7.25,7.32,4.53
50741,0.71,Premium,F,SI1,60.4,58.0,2297,5.8,5.83,3.51
47648,0.23,Ideal,F,VVS2,60.3,57.0,530,3.99,4.03,2.42
43531,0.6,Premium,E,SI2,62.0,59.0,1426,5.41,5.37,3.34
43105,0.55,Good,I,VVS2,61.0,61.0,1384,5.32,5.36,3.26
6769,0.91,Ideal,F,SI1,60.2,57.0,4108,6.29,6.34,3.8
16339,1.2,Very Good,E,SI1,61.8,56.0,6534,6.75,6.82,4.19
41247,0.54,Ideal,H,SI2,61.2,56.0,1208,5.27,5.24,3.21
6984,1.09,Good,F,SI1,61.0,64.0,4154,6.58,6.63,4.03
38047,0.49,Premium,H,SI2,59.9,59.0,1011,5.17,5.12,3.08
34023,0.35,Ideal,G,VVS1,61.7,55.0,849,4.54,4.57,2.81
22669,1.28,Premium,G,VVS2,62.1,58.0,10716,6.96,6.91,4.31
35279,0.39,Ideal,I,IF,62.3,54.0,895,4.69,4.71,2.93
5673,1.02,Good,H,SI2,63.7,58.0,3884,6.28,6.24,3.99
9794,1.01,Good,E,SI2,63.7,58.0,4666,6.32,6.36,4.04
12653,1.0,Good,E,SI1,63.2,57.0,5299,6.36,6.39,4.03
17996,1.19,Premium,H,VS1,62.4,59.0,7277,6.79,6.73,4.22
23604,1.54,Premium,H,VS2,62.1,62.0,11632,7.38,7.31,4.56
49336,0.57,Ideal,G,VVS2,61.7,56.0,2095,5.3,5.33,3.28
7500,0.91,Ideal,G,SI1,62.1,57.0,4240,6.2,6.23,3.86
26942,2.31,Premium,I,SI2,58.8,58.0,17000,8.7,8.64,5.1
44161,0.6,Very Good,G,SI1,63.5,59.9,1565,5.28,5.3,3.36
28462,0.32,Very Good,H,VVS1,61.2,57.0,672,4.39,4.42,2.69
15996,1.0,Premium,E,VS2,62.9,58.0,6400,6.36,6.29,3.98
38393,0.42,Ideal,E,VS2,62.1,56.0,1024,4.8,4.77,2.97
48323,0.23,Ideal,G,IF,62.8,55.0,536,3.93,3.96,2.48
31961,0.23,Good,D,VVS2,61.8,65.0,452,3.9,3.93,2.42
41561,0.5,Ideal,G,SI1,61.7,57.0,1237,5.06,5.08,3.13
3608,1.02,Good,H,SI2,58.6,64.0,3427,6.32,6.26,3.68
3599,0.7,Premium,D,VS1,61.2,60.0,3425,5.69,5.71,3.49
11569,1.23,Very Good,G,SI2,60.8,59.0,5037,6.88,6.97,4.21
30601,0.3,Very Good,G,SI1,61.6,59.0,447,4.26,4.28,2.63
22445,1.53,Very Good,H,SI1,63.4,55.0,10473,7.3,7.34,4.64
7397,0.33,Ideal,G,VS2,62.3,55.0,579,4.42,4.47,2.77
48933,0.57,Ideal,D,VS1,61.1,57.0,2043,5.33,5.37,3.27
38662,0.42,Ideal,D,SI1,62.3,57.0,1040,4.8,4.77,2.98
34329,0.41,Ideal,G,SI1,62.2,56.0,861,4.77,4.75,2.96
27167,2.01,Very Good,I,VS2,63.8,59.0,17422,7.89,7.85,5.02
29017,0.31,Ideal,G,VVS2,61.8,54.0,687,4.36,4.38,2.7
719,1.0,Fair,I,SI1,67.9,62.0,2856,6.19,6.03,4.15
43949,0.31,Ideal,E,SI1,61.1,55.0,516,4.36,4.41,2.68
48743,0.76,Good,J,VS1,62.6,61.9,2015,5.7,5.75,3.58
24385,0.41,Good,E,SI2,63.5,55.0,638,4.69,4.73,2.99
12775,1.12,Premium,G,SI1,59.8,58.0,5329,6.79,6.76,4.05
7104,1.08,Very Good,F,SI2,63.3,59.0,4167,6.48,6.44,4.09
1573,0.71,Ideal,I,VVS2,60.7,57.0,3007,5.76,5.8,3.51
52580,0.7,Ideal,E,SI1,61.9,55.0,2537,5.74,5.77,3.56
3770,0.9,Premium,J,VVS2,62.5,61.0,3459,6.15,6.08,3.82
28342,0.33,Good,F,VS2,63.2,56.0,666,4.39,4.41,2.78
26766,2.45,Ideal,F,SI2,62.0,55.0,16589,8.67,8.64,5.36
50335,0.65,Ideal,G,VS1,60.6,60.0,2242,5.58,5.61,3.39
8490,1.0,Very Good,D,SI2,63.7,55.0,4419,6.32,6.37,4.04
13349,1.02,Very Good,E,SI1,63.1,61.0,5508,6.42,6.35,4.03
7256,1.01,Ideal,F,SI2,60.8,55.0,4197,6.52,6.48,3.95
53278,0.8,Good,G,SI1,63.9,57.0,2650,5.84,5.81,3.72
38384,0.42,Ideal,E,VS2,62.0,55.0,1024,4.82,4.8,2.98
33582,0.44,Premium,F,SI2,62.8,60.0,832,4.86,4.82,3.04
4574,0.76,Ideal,E,VS1,60.5,56.0,3649,5.94,5.99,3.61
29246,0.3,Very Good,D,VS1,63.5,55.0,697,4.24,4.29,2.71
2077,0.75,Premium,E,VS2,59.9,61.0,3108,5.97,5.91,3.56
31019,0.31,Ideal,F,VS2,61.6,56.0,749,4.39,4.35,2.69
16002,1.47,Premium,I,SI2,61.6,59.0,6403,7.29,7.32,4.5
11324,1.12,Premium,I,VS1,59.6,58.0,4987,6.82,6.77,4.05
31998,0.3,Ideal,G,VS1,62.3,56.0,776,4.32,4.29,2.68
31610,0.23,Very Good,H,IF,63.9,55.0,369,3.89,3.9,2.49
50115,0.71,Very Good,H,SI1,63.1,56.0,2210,5.62,5.69,3.57
6403,1.01,Premium,G,SI2,61.1,58.0,4038,6.39,6.37,3.9
12377,0.26,Good,E,IF,59.6,61.0,597,4.13,4.16,2.47
20692,1.23,Premium,G,VVS2,59.6,59.0,8971,6.98,6.95,4.15
53583,0.75,Very Good,E,SI1,63.4,57.0,2698,5.77,5.75,3.65
16830,1.11,Ideal,G,VS2,62.2,55.0,6713,6.67,6.61,4.13
40906,0.55,Very Good,J,VS2,62.9,54.0,1179,5.23,5.29,3.31
8694,0.91,Premium,G,VS1,62.2,58.0,4459,6.22,6.12,3.85
6227,1.02,Very Good,H,SI2,63.5,58.0,4004,6.34,6.38,4.04
23058,2.2,Very Good,H,SI2,63.3,57.0,11088,8.28,8.17,5.21
41263,0.33,Ideal,E,SI1,59.6,57.0,501,4.49,4.53,2.69
44311,0.3,Premium,D,SI1,62.5,59.0,520,4.26,4.22,2.65
899,1.0,Fair,H,SI2,69.5,55.0,2875,6.17,6.1,4.26
2212,1.0,Fair,G,SI2,68.3,54.0,3142,6.21,6.12,4.2
6624,0.64,Ideal,D,VVS1,61.8,54.0,4084,5.54,5.56,3.43
5354,1.05,Very Good,E,SI2,62.2,59.0,3816,6.44,6.51,4.03
23072,1.53,Premium,H,VS2,62.7,56.0,11104,7.39,7.31,4.61
35476,0.42,Ideal,E,VS2,60.9,57.0,902,4.85,4.87,2.96
44093,0.59,Very Good,G,SI1,59.3,58.0,1555,5.45,5.51,3.25
21385,0.42,Very Good,I,SI1,61.2,60.0,626,4.78,4.82,2.94
3493,1.01,Good,I,SI2,62.6,59.0,3399,6.24,6.35,3.94
32807,0.34,Ideal,E,VS1,62.1,56.0,805,4.48,4.5,2.79
28009,0.3,Premium,E,VS2,60.7,59.0,658,4.3,4.33,2.62
29709,0.31,Ideal,H,VVS1,62.2,56.0,707,4.34,4.37,2.71
53039,0.74,Ideal,G,VS2,61.3,55.0,2604,5.82,5.89,3.59
5556,1.0,Premium,F,SI2,60.2,62.0,3858,6.53,6.45,3.91
5120,0.91,Very Good,H,SI1,62.7,56.0,3762,6.14,6.18,3.86
39378,0.4,Ideal,H,IF,61.9,55.0,1074,4.76,4.77,2.95
45233,0.6,Very Good,D,VS2,63.1,54.0,1657,5.41,5.33,3.39
2166,0.82,Ideal,E,SI2,62.6,55.0,3131,5.94,5.98,3.73
18270,1.0,Premium,E,VS1,61.4,58.0,7420,6.44,6.42,3.95
38130,0.3,Very Good,G,VVS1,63.4,56.0,1013,4.31,4.27,2.72
53804,0.72,Premium,E,SI1,59.5,59.0,2732,5.87,5.83,3.48
46579,0.72,Premium,J,SI1,62.0,58.0,1785,5.74,5.77,3.57
6850,1.0,Ideal,I,SI1,59.8,57.0,4125,6.44,6.5,3.87
23588,1.57,Very Good,H,VS1,62.8,60.0,11605,7.36,7.44,4.65
37186,0.32,Ideal,D,VS2,61.9,55.0,972,4.44,4.41,2.74
52502,0.71,Ideal,F,SI2,61.4,55.0,2525,5.76,5.78,3.54
51633,0.31,Very Good,H,VS1,61.4,61.0,544,4.33,4.36,2.67
49442,0.7,Ideal,H,SI2,62.1,55.0,2110,5.69,5.72,3.54
5669,1.29,Very Good,J,SI2,63.5,57.0,3884,6.89,6.87,4.37
33489,0.32,Ideal,F,VS2,62.3,56.0,828,4.4,4.37,2.73
33461,0.32,Premium,G,VS1,62.8,59.0,828,4.37,4.33,2.73
13587,1.21,Very Good,G,SI2,62.8,60.0,5558,6.7,6.77,4.23
15638,1.01,Premium,F,VS2,60.4,59.0,6271,6.52,6.46,3.92
27969,0.3,Premium,E,VS2,59.2,59.0,658,4.37,4.41,2.6
52781,0.83,Ideal,H,SI2,62.3,54.0,2565,6.04,6.07,3.77
12043,0.34,Ideal,G,VS2,62.1,55.0,596,4.46,4.49,2.78
2667,0.89,Very Good,I,VS2,63.1,55.0,3238,6.09,6.17,3.87
29407,0.31,Ideal,F,VVS2,61.7,55.0,700,4.33,4.36,2.68
19577,1.53,Premium,J,VS1,60.1,59.0,8205,7.51,7.47,4.5
600,0.7,Premium,F,VS2,59.4,61.0,2838,5.83,5.79,3.45
52006,0.81,Ideal,I,VS2,62.4,54.8,2444,5.98,6.01,3.75
860,0.9,Premium,J,SI1,62.8,59.0,2871,6.13,6.03,3.82
5802,1.24,Very Good,J,SI2,63.3,60.0,3908,6.83,6.75,4.29
51675,0.72,Premium,H,SI1,62.7,59.0,2398,5.73,5.69,3.58
26699,0.35,Premium,H,SI2,62.0,58.0,429,4.47,4.5,2.78
9901,1.07,Ideal,J,VS2,61.6,56.0,4686,6.59,6.55,4.04
13667,1.19,Very Good,H,SI1,60.8,59.0,5595,6.84,6.87,4.17
7817,1.0,Very Good,D,SI2,63.5,59.0,4295,6.35,6.32,4.02
38205,0.43,Premium,F,SI1,61.3,60.0,1016,4.86,4.83,2.97
48027,0.57,Ideal,H,VS1,61.0,57.0,1922,5.37,5.34,3.26
1480,0.8,Ideal,I,VS1,61.9,54.1,2986,5.92,5.98,3.69
6389,0.36,Premium,F,SI1,60.2,58.0,576,4.6,4.63,2.78
4820,0.9,Premium,F,SI2,60.5,57.0,3704,6.23,6.2,3.76
5298,1.0,Good,F,SI2,63.4,60.0,3801,6.28,6.33,4.0
18436,1.5,Premium,H,SI2,62.1,59.0,7500,7.28,7.24,4.51
17944,1.03,Good,E,VS1,63.3,59.0,7251,6.4,6.45,4.07
44105,0.55,Premium,G,VS2,59.6,59.0,1556,5.36,5.32,3.18
535,0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88
37536,0.4,Ideal,E,VVS2,61.6,56.0,988,4.73,4.78,2.93
13192,1.07,Ideal,G,SI1,60.2,57.0,5453,6.7,6.59,4.0
32860,0.39,Very Good,E,VS2,60.0,56.0,808,4.76,4.81,2.87
20024,0.32,Very Good,G,SI2,62.4,59.0,421,4.35,4.4,2.73
7078,0.33,Premium,H,VS1,62.1,59.0,579,4.43,4.46,2.76
956,0.8,Ideal,F,SI1,62.4,57.0,2890,5.9,5.87,3.67
13410,1.18,Very Good,H,SI1,60.1,59.0,5508,6.83,6.88,4.11
19395,1.1,Ideal,G,VS1,62.0,58.0,8060,6.59,6.64,4.1
26280,2.11,Ideal,J,VS1,61.8,56.2,15766,8.2,8.23,5.07
7955,1.07,Very Good,G,SI2,62.9,59.0,4321,6.51,6.58,4.12
47003,0.31,Ideal,F,IF,61.2,57.0,1818,4.35,4.38,2.67
36603,0.32,Ideal,D,SI2,59.5,57.0,477,4.47,4.5,2.67
4823,0.9,Premium,F,SI2,62.3,57.0,3704,6.18,6.15,3.84
16131,1.22,Premium,G,SI1,61.2,60.0,6449,6.82,6.75,4.15
10279,1.02,Premium,H,SI1,59.2,58.0,4754,6.6,6.57,3.9
8640,1.0,Premium,I,VS2,61.6,59.0,4452,6.47,6.39,3.96
8507,1.35,Good,I,SI2,57.9,60.0,4423,7.33,7.29,4.23
51971,0.33,Premium,E,SI1,59.6,60.0,545,4.51,4.48,2.68
11009,1.1,Premium,H,SI1,63.0,58.0,4916,6.6,6.55,4.14
46974,0.23,Very Good,F,VVS2,59.6,57.0,530,3.98,4.0,2.38
14812,1.2,Ideal,E,SI2,62.5,55.0,5964,6.77,6.84,4.25
18634,1.01,Ideal,F,VS1,62.5,54.0,7602,6.46,6.43,4.03
12576,1.2,Very Good,H,SI2,62.1,59.0,5280,6.75,6.8,4.21
21033,0.31,Premium,F,VS2,59.0,59.0,625,4.44,4.47,2.63
30999,0.36,Ideal,E,VS1,61.4,56.0,747,4.59,4.63,2.83
13745,1.21,Very Good,J,VS1,59.3,57.0,5604,6.98,7.04,4.16
10722,0.31,Good,D,SI2,63.6,54.0,593,4.34,4.31,2.75
27153,2.02,Ideal,H,SI1,62.0,56.0,17392,8.06,8.13,5.02
16685,0.31,Ideal,H,SI2,61.3,55.0,421,4.35,4.38,2.67
50930,0.71,Ideal,I,SI1,62.0,54.0,2319,5.72,5.75,3.55
24818,2.08,Very Good,H,SI2,63.4,59.0,13206,8.06,8.0,5.09
31695,0.36,Ideal,F,SI1,60.1,56.0,770,4.67,4.62,2.79
27956,0.27,Ideal,I,VS1,61.9,55.0,432,4.16,4.18,2.58
26502,1.5,Very Good,F,VVS2,63.8,59.0,16116,7.17,7.25,4.6
31953,0.31,Ideal,I,VS2,61.6,57.0,452,4.36,4.4,2.7
6887,1.22,Premium,J,SI2,62.2,60.0,4132,6.89,6.77,4.25
23924,2.01,Ideal,J,SI1,62.1,56.0,12048,8.08,8.03,5.0
9112,0.9,Ideal,F,VS2,60.5,54.0,4531,6.22,6.17,3.75
15106,1.21,Premium,E,SI2,61.9,60.0,6071,6.78,6.73,4.18
3837,0.9,Very Good,D,SI2,60.3,63.0,3473,6.22,6.12,3.72
21421,1.55,Ideal,G,SI2,60.7,55.0,9530,7.54,7.51,4.57
47828,0.73,Premium,J,SI1,58.2,59.0,1905,5.99,5.91,3.46
35178,0.31,Ideal,G,IF,61.8,54.0,891,4.36,4.38,2.7
31593,0.2,Premium,E,VS2,61.1,59.0,367,3.81,3.78,2.32
50866,0.71,Ideal,H,SI1,62.7,55.0,2313,5.66,5.7,3.56
34280,0.32,Premium,J,SI1,62.2,59.0,468,4.41,4.37,2.73
7878,0.9,Premium,G,VS2,61.5,60.0,4309,6.16,6.13,3.78
37000,0.5,Good,J,VS2,63.2,60.0,965,5.01,5.06,3.18
2190,1.01,Very Good,G,SI1,62.0,63.0,3137,6.34,6.25,3.9
13526,1.0,Premium,E,SI1,60.7,59.0,5544,6.41,6.38,3.88
30976,0.37,Ideal,F,VS2,60.6,56.0,746,4.63,4.64,2.81
45447,0.52,Good,E,VS2,58.3,61.0,1673,5.26,5.31,3.08
18166,1.51,Good,I,SI1,63.9,63.0,7365,7.2,7.17,4.59
22144,2.09,Premium,H,SI2,61.0,60.0,10182,8.28,8.19,5.02
51845,0.7,Good,F,SI1,63.8,60.0,2423,5.63,5.6,3.58
7471,0.71,Premium,D,VVS1,59.2,59.0,4234,5.88,5.84,3.47
35569,0.35,Ideal,F,VS2,61.4,54.0,906,4.58,4.54,2.8
31653,0.35,Premium,E,VS2,60.9,59.0,767,4.54,4.56,2.77
41708,0.51,Very Good,G,SI1,62.7,59.0,1243,5.07,5.13,3.2
4299,0.74,Ideal,F,VS1,61.9,54.0,3590,5.78,5.82,3.59
4642,1.04,Premium,J,SI2,62.0,59.0,3669,6.49,6.47,4.02
31469,0.34,Premium,H,VS1,61.4,59.0,765,4.53,4.5,2.77
37208,0.34,Ideal,G,IF,61.3,56.0,974,4.52,4.55,2.78
43662,0.5,Very Good,D,SI1,61.0,61.0,1436,5.08,5.11,3.11
18609,1.1,Ideal,F,VS2,61.4,56.0,7589,6.68,6.64,4.09
3811,0.73,Ideal,D,VS2,61.4,56.0,3467,5.81,5.78,3.56
40983,0.5,Ideal,E,SI2,62.8,55.0,1181,5.08,5.05,3.18
2277,0.77,Ideal,D,SI1,62.3,56.0,3158,5.84,5.87,3.65
39579,0.41,Premium,D,VS1,60.6,59.0,1082,4.84,4.8,2.92
16535,1.01,Premium,E,VS2,62.5,58.0,6606,6.44,6.4,4.01
50235,0.72,Ideal,F,SI2,62.4,55.0,2232,5.72,5.76,3.58
21325,1.51,Premium,F,SI2,59.9,58.0,9471,7.53,7.46,4.49
44573,0.53,Very Good,F,VS1,60.6,57.0,1607,5.21,5.25,3.17
12881,1.07,Very Good,H,SI1,60.4,58.0,5367,6.67,6.73,4.05
3916,0.72,Ideal,D,VS2,62.6,58.0,3495,5.7,5.73,3.58
17808,1.04,Good,G,VS1,63.8,57.0,7177,6.43,6.4,4.09
4006,0.9,Very Good,F,SI2,61.1,54.0,3519,6.27,6.29,3.84
41046,0.5,Ideal,J,VS2,61.6,56.0,1188,5.08,5.14,3.15
33508,0.4,Very Good,J,IF,62.7,60.0,828,4.64,4.7,2.93
29604,0.35,Ideal,F,VS2,62.5,57.0,706,4.5,4.53,2.82
52776,0.73,Very Good,I,VVS2,62.3,58.0,2565,5.75,5.78,3.59
14265,1.02,Very Good,D,SI1,63.3,60.0,5778,6.33,6.38,4.02
11153,0.97,Ideal,H,VS2,62.9,56.0,4943,6.35,6.31,3.98
28452,0.38,Ideal,H,SI1,62.0,54.0,671,4.66,4.72,2.91
37737,0.4,Ideal,G,VVS1,60.2,60.0,997,4.78,4.82,2.89
